from,to,interaction_type
PAK2,EIF4B_S597,kinase-substrate
RPS6KA2,EIF4B_S597,kinase-substrate
CSNK2A1,EIF4B_S597,kinase-substrate
AKT1,AKT1_S126,kinase-substrate
GSK3B,AKT1_S126,kinase-substrate
GSK3A,AKT1_S126,kinase-substrate
IKBKB,AKT1_S126,kinase-substrate
PDK2,AKT1_S126,kinase-substrate
AKT2,AKT1_S126,kinase-substrate
CHUK,AKT1_S126,kinase-substrate
PAK6,AKT1_S126,kinase-substrate
PRKDC,AKT1_S126,kinase-substrate
MAP2K4,AKT1_S126,kinase-substrate
PDK1,AKT1_S126,kinase-substrate
AURKA,AKT1_S126,kinase-substrate
RPS6KB1,AKT1_S126,kinase-substrate
RPS6KB2,AKT1_S126,kinase-substrate
PAK1,AKT1_S126,kinase-substrate
PRKCT,AKT1_S126,kinase-substrate
CSNK2A1,AKT1_S126,kinase-substrate
ATM,MSH2_S860,kinase-substrate
PRKDC,MSH2_S860,kinase-substrate
ATR,MSH2_S860,kinase-substrate
TGFBR2,MSH2_S860,kinase-substrate
CSNK1A1,KRT2_S62,kinase-substrate
TTBK2,SV2A_S80,kinase-substrate
CSNK2A1,EIF5B_S214,kinase-substrate
PRKCB,SPTBN1_S2160,kinase-substrate
TGFBR2,SPTBN1_S2160,kinase-substrate
PRKCB,COX4I1_S58,kinase-substrate
PRKCA,COX4I1_S58,kinase-substrate
PKD1,OSBP_S240,kinase-substrate
PRKD1,OSBP_S240,kinase-substrate
CSNK2A1,SMARCA2_S1516,kinase-substrate
MAPK3,BLVRA_S230,kinase-substrate
PRKCB,BLVRA_S230,kinase-substrate
PRKCD,BLVRA_S230,kinase-substrate
PRKCA,BLVRA_S230,kinase-substrate
CSNK2A2,SRPK1_S51,kinase-substrate
CSNK2A1,SRPK1_S51,kinase-substrate
MAPK3,ITSN1_S1137,kinase-substrate
MAPK3,NEFM_S680,kinase-substrate
MAPK1,NEFM_S680,kinase-substrate
CDK5,NEFM_S680,kinase-substrate
MAPK12,NEFM_S680,kinase-substrate
MAPK11,NEFM_S680,kinase-substrate
MAPK13,NEFM_S680,kinase-substrate
CSNK2A1,EIF5B_S164,kinase-substrate
CLK1,SRRM2_S1112,kinase-substrate
PRKCE,ADCY9_S365,kinase-substrate
HIPK2,USP8_S719,kinase-substrate
MAPK3,EP300_T887,kinase-substrate
CDK2,EP300_T887,kinase-substrate
MAPK7,EP300_T887,kinase-substrate
TTK,EP300_T887,kinase-substrate
MAP2K1,EP300_T887,kinase-substrate
MAPK3,MCRIP1_S21,kinase-substrate
MAPK1,MCRIP1_S21,kinase-substrate
AKT1,AHNAK2_S280,kinase-substrate
RPS6KA2,RPS6KA2_S218,kinase-substrate
GSK3B,SLC2A1_T478,kinase-substrate
GSK3A,SLC2A1_T478,kinase-substrate
MAP2K6,SLC2A1_T478,kinase-substrate
TTK,SLC2A1_T478,kinase-substrate
CSNK2A1,EIF5B_S589,kinase-substrate
PRKCB,NEFL_S52,kinase-substrate
PRKCA,NEFL_S52,kinase-substrate
CSNK1D,NEFL_S52,kinase-substrate
MAPK8,MAP1B_S25,kinase-substrate
GSK3B,MAP1B_S25,kinase-substrate
GSK3A,MAP1B_S25,kinase-substrate
CDK5,MAP1B_S25,kinase-substrate
CSNK2A1,MDC1_S299,kinase-substrate
CDK5,GAK_S834,kinase-substrate
CSNK1A1,GAK_S834,kinase-substrate
AKT1,IRS2_S577,kinase-substrate
PRKAA2,IRS2_S577,kinase-substrate
IKBKB,IRS2_S577,kinase-substrate
RAF1,IRS2_S577,kinase-substrate
AKT3,IRS2_S577,kinase-substrate
AKT2,IRS2_S577,kinase-substrate
CHUK,IRS2_S577,kinase-substrate
PRKCD,IRS2_S577,kinase-substrate
RPS6KB1,IRS2_S577,kinase-substrate
MAPK7,AKAP6_S1073,kinase-substrate
GSK3B,MAP1B_S1326,kinase-substrate
GSK3A,MAP1B_S1326,kinase-substrate
MAPK8,MAP1B_S1443,kinase-substrate
GSK3B,MAP1B_S1443,kinase-substrate
GSK3A,MAP1B_S1443,kinase-substrate
CDK5,MAP1B_S1443,kinase-substrate
MAPK14,SLC9A1_S729,kinase-substrate
PKD1,SLC9A1_S729,kinase-substrate
ROCK1,SLC9A1_S729,kinase-substrate
NEK2,ANAPC2_S470,kinase-substrate
AURKA,ANAPC2_S470,kinase-substrate
PLK1,ANAPC2_S470,kinase-substrate
CSNK2A1,STX1B_S14,kinase-substrate
HIPK2,SUB1_S12,kinase-substrate
PRKDC,SUB1_S12,kinase-substrate
CSNK2A1,SUB1_S12,kinase-substrate
PRKACA,SLC4A4_S1026,kinase-substrate
CSNK2A1,TJP2_S1067,kinase-substrate
CSNK2A2,MAP1B_S1016,kinase-substrate
CSNK2A1,MAP1B_S1016,kinase-substrate
CAMK2A,NEFL_S58,kinase-substrate
CAMK2D,NEFL_S58,kinase-substrate
CAMK2G,NEFL_S58,kinase-substrate
CAMK2B,NEFL_S58,kinase-substrate
GSK3B,MAP1B_T1152,kinase-substrate
DAPK1,MAP1B_T1152,kinase-substrate
GSK3A,MAP1B_T1152,kinase-substrate
CSNK2A2,MAP1B_T1152,kinase-substrate
MAPK1,ADD2_S11,kinase-substrate
CSNK2A1,NEFM_S783,kinase-substrate
CSNK2A1,CERS4_S347,kinase-substrate
CLK1,NKTR_S379,kinase-substrate
PRKDC,LYST_S2124,kinase-substrate
PRKCZ,PHGDH_S55,kinase-substrate
CDK1,FLNA_S1084,kinase-substrate
IKBKB,FLNA_S1084,kinase-substrate
CHUK,FLNA_S1084,kinase-substrate
MAP2K4,FLNA_S1084,kinase-substrate
PRKCT,FLNA_S1084,kinase-substrate
RAF1,STUB1_S273,kinase-substrate
KIT,CLTC_Y1487,kinase-substrate
PRKCA,CFL1_S23,kinase-substrate
ADRBK1,AKAP12_T285,kinase-substrate
MAP2K7,PAK4_S474,kinase-substrate
RAF1,PAK4_S474,kinase-substrate
PAK4,PAK4_S474,kinase-substrate
PKD1,PAK4_S474,kinase-substrate
MAP2K4,PAK4_S474,kinase-substrate
MAP2K1,PAK4_S474,kinase-substrate
PAK1,PAK4_S474,kinase-substrate
ICK,CLTA_S105,kinase-substrate
ADRBK1,CLTA_S105,kinase-substrate
CSNK2A1,CLTA_S105,kinase-substrate
PRKDC,ATRX_S92,kinase-substrate
CSNK2A1,ATRX_S92,kinase-substrate
CDK1,NUP210_T1844,kinase-substrate
DAPK1,MAP1B_T899,kinase-substrate
GSK3A,MAP1B_T899,kinase-substrate
CSNK1D,MAP1B_T899,kinase-substrate
CSNK2A2,MAP1B_T899,kinase-substrate
CSNK2A1,MAP1B_T899,kinase-substrate
CSNK2A2,NCL_S42,kinase-substrate
CSNK2A1,NCL_S42,kinase-substrate
CDK6,HDAC1_S423,kinase-substrate
ADRBK1,HDAC1_S421,kinase-substrate
CSNK2A2,HDAC1_S421,kinase-substrate
CSNK2A2,HDAC1_S423,kinase-substrate
CSNK2A1,HDAC1_S421,kinase-substrate
CSNK2A1,HDAC1_S423,kinase-substrate
CSNK1D,MAP1B_S937,kinase-substrate
CSNK2A2,MAP1B_S937,kinase-substrate
CSNK2A1,MAP1B_S937,kinase-substrate
GSK3B,MAP1B_S1324,kinase-substrate
GSK3A,MAP1B_S1324,kinase-substrate
CSNK1E,YWHAQ_S230,kinase-substrate
RAF1,YWHAQ_S230,kinase-substrate
CSNK1G1,YWHAQ_S230,kinase-substrate
CSNK1G2,YWHAQ_S230,kinase-substrate
PDK1,YWHAQ_S230,kinase-substrate
CSNK1G3,YWHAQ_S230,kinase-substrate
CSNK2A1,YWHAQ_S230,kinase-substrate
CAMK2D,CKB_S285,kinase-substrate
BCKDK,CKB_S285,kinase-substrate
SLC1A3,C00049,protein-small_molecule
PSMF1,C00049,protein-small_molecule
GRIA1,C00049,protein-small_molecule
PSMA3,C00049,protein-small_molecule
CAD,C00049,protein-small_molecule
PSMA5,C00049,protein-small_molecule
GRIN2A,C00049,protein-small_molecule
PSMD1,C00049,protein-small_molecule
PSMD2,C00049,protein-small_molecule
MAPK8,MAP1B_S1965,kinase-substrate
GSK3B,MAP1B_S1965,kinase-substrate
GSK3A,MAP1B_S1965,kinase-substrate
CDK5,MAP1B_S1965,kinase-substrate
CSNK1D,MAP1B_S1965,kinase-substrate
CSNK2A2,MAP1B_S936,kinase-substrate
CSNK2A1,MAP1B_S936,kinase-substrate
MAPK3,NEFM_S620,kinase-substrate
MAPK1,NEFM_S620,kinase-substrate
CDK5,NEFM_S620,kinase-substrate
MAPK12,NEFM_S620,kinase-substrate
MAPK11,NEFM_S620,kinase-substrate
MAPK13,NEFM_S620,kinase-substrate
CSNK2A1,STX4_S15,kinase-substrate
CSNK2A1,TJP2_S1068,kinase-substrate
GSK3B,MAP1B_S1280,kinase-substrate
GSK3A,MAP1B_S1280,kinase-substrate
MAPK1,NEFM_S670,kinase-substrate
GSK3B,MAP1B_S1322,kinase-substrate
GSK3A,MAP1B_S1322,kinase-substrate
CDK5,MAP1B_S1322,kinase-substrate
CSNK2A1,CBX5_S13,kinase-substrate
PRKG1,SF1_S80,kinase-substrate
PRKG1,SF1_S82,kinase-substrate
UHMK1,SF1_S80,kinase-substrate
UHMK1,SF1_S82,kinase-substrate
PRKCB,NF1_S2523,kinase-substrate
RAF1,NF1_S2523,kinase-substrate
CSNK1D,DEK_S306,kinase-substrate
CSNK1D,DEK_S307,kinase-substrate
CSNK2A1,DEK_S306,kinase-substrate
CSNK2A1,DEK_S307,kinase-substrate
AKT1,PACS2_S437,kinase-substrate
GSK3B,MAP1B_T908,kinase-substrate
DAPK1,MAP1B_T908,kinase-substrate
GSK3A,MAP1B_T908,kinase-substrate
CSNK2A2,MAP1B_T908,kinase-substrate
CSNK2A1,MAP1B_T908,kinase-substrate
CSNK2A1,ASAP1_S717,kinase-substrate
RPS6KB1,DKC1_S451,kinase-substrate
RPS6KB1,DKC1_S453,kinase-substrate
CSNK2A1,DKC1_S453,kinase-substrate
CSNK1E,YWHAQ_S232,kinase-substrate
RAF1,YWHAQ_S232,kinase-substrate
CSNK1A1,YWHAQ_S232,kinase-substrate
CSNK1G1,YWHAQ_S232,kinase-substrate
CSNK1G2,YWHAQ_S232,kinase-substrate
PDK1,YWHAQ_S232,kinase-substrate
CSNK1G3,YWHAQ_S232,kinase-substrate
BCR,YWHAQ_S232,kinase-substrate
CSNK1D,YWHAQ_S232,kinase-substrate
CSNK2A1,YWHAQ_S232,kinase-substrate
PAK2,PACS1_S779,kinase-substrate
CSNK1D,PACS1_S779,kinase-substrate
CLK1,SRRM2_S908,kinase-substrate
CDK1,RCC1_S11,kinase-substrate
MAPK8,MAP1B_S1881,kinase-substrate
GSK3B,MAP1B_S1881,kinase-substrate
GSK3A,MAP1B_S1881,kinase-substrate
CDK5,MAP1B_S1881,kinase-substrate
CSNK1D,MAP1B_S1881,kinase-substrate
CSNK2A2,MAP1B_S1881,kinase-substrate
CSNK2A1,MAP1B_S1881,kinase-substrate
GSK3B,MAP1B_S1817,kinase-substrate
GSK3A,MAP1B_S1817,kinase-substrate
CSNK1A1,HNRNPC_S260,kinase-substrate
CSNK2A2,HNRNPC_S260,kinase-substrate
CSNK2A1,HNRNPC_S260,kinase-substrate
GSK3B,DPYSL3_T514,kinase-substrate
PRKDC,SUB1_S15,kinase-substrate
CSNK2A1,SUB1_S15,kinase-substrate
AKT1,PRKDC_S893,kinase-substrate
PRKCB,PRKDC_S893,kinase-substrate
AKT2,PRKDC_S893,kinase-substrate
CHUK,PRKDC_S893,kinase-substrate
PRKDC,PRKDC_S893,kinase-substrate
PRKCD,PRKDC_S893,kinase-substrate
CDK1,CDK7_T170,kinase-substrate
CDK2,CDK7_T170,kinase-substrate
CDK4,CDK7_T170,kinase-substrate
TTK,CDK7_T170,kinase-substrate
PRKCI,CDK7_T170,kinase-substrate
CDK7,CDK7_T170,kinase-substrate
PRKCA,FSCN1_S39,kinase-substrate
PDHK4,LIPE_S855,kinase-substrate
PRKAA2,LIPE_S855,kinase-substrate
PRKACG,LIPE_S855,kinase-substrate
PRKACB,LIPE_S855,kinase-substrate
PRKAA1,LIPE_S855,kinase-substrate
CAMK1,LIPE_S855,kinase-substrate
PRKCB,SH3GL1_S288,kinase-substrate
PRKCA,SH3GL1_S288,kinase-substrate
CSNK2A1,WASL_S484,kinase-substrate
CDK7,GTF2F2_S248,kinase-substrate
CSNK2A1,GTF2F2_S248,kinase-substrate
NLK,GPI_T109,kinase-substrate
CDK1,PSMD1_T311,kinase-substrate
CDK2,PSMD1_T311,kinase-substrate
AURKA,PSMD1_T311,kinase-substrate
PRKACA,SPTBN1_T2159,kinase-substrate
TGFBR2,SPTBN1_T2159,kinase-substrate
CSNK2A1,SPTBN1_T2159,kinase-substrate
CDK1,DYNC1LI2_S194,kinase-substrate
TTK,CAP1_T307,kinase-substrate
NEK2,PRKAR2B_S114,kinase-substrate
CSNK1E,PRKAR2B_S114,kinase-substrate
PRKACA,PRKAR2B_S114,kinase-substrate
CAMK2A,PRKAR2B_S114,kinase-substrate
PRKACG,PRKAR2B_S114,kinase-substrate
PRKACB,PRKAR2B_S114,kinase-substrate
CSNK1A1,KCNIP3_S63,kinase-substrate
CSNK1D,KCNIP3_S63,kinase-substrate
CDK1,STMN2_S73,kinase-substrate
MAPK10,STMN2_S73,kinase-substrate
MAPK8,STMN2_S73,kinase-substrate
MAPK8,MAP1B_S1438,kinase-substrate
GSK3B,MAP1B_S1438,kinase-substrate
GSK3A,MAP1B_S1438,kinase-substrate
CDK5,MAP1B_S1438,kinase-substrate
ROCK2,MYL9_S20,kinase-substrate
ROCK1,MYL9_S20,kinase-substrate
CAMK1,MYL9_S20,kinase-substrate
CDC42BPA,MYL9_S20,kinase-substrate
PAK1,MYL9_S20,kinase-substrate
CIT,MYL9_S20,kinase-substrate
MYLK,MYL9_S20,kinase-substrate
CDK5,CLTC_T394,kinase-substrate
ADRBK1,CLTC_T394,kinase-substrate
PRKACG,VAMP2_S75,kinase-substrate
PRKACB,VAMP2_S75,kinase-substrate
PRKCI,VAMP2_S75,kinase-substrate
PKD3,VAMP2_S75,kinase-substrate
CSNK2A1,VAMP2_S75,kinase-substrate
CDK19,PAK1_S174,kinase-substrate
GSK3B,MAP1B_T1147,kinase-substrate
DAPK1,MAP1B_T1147,kinase-substrate
GSK3A,MAP1B_T1147,kinase-substrate
CSNK1D,MAP1B_T1147,kinase-substrate
CSNK2A2,MAP1B_T1147,kinase-substrate
CSNK2A1,MAP1B_T1147,kinase-substrate
MAPK3,NEFM_S685,kinase-substrate
MAPK1,NEFM_S685,kinase-substrate
CDK5,NEFM_S685,kinase-substrate
MAPK12,NEFM_S685,kinase-substrate
MAPK11,NEFM_S685,kinase-substrate
MAPK13,NEFM_S685,kinase-substrate
CSNK2A2,NCL_S28,kinase-substrate
CSNK2A1,NCL_S28,kinase-substrate
CSNK2A1,WASL_S485,kinase-substrate
ACVR2B,SNX1_T41,kinase-substrate
PKD1,CFL1_T25,kinase-substrate
ROCK1,CFL1_T25,kinase-substrate
HIPK2,CHMP2A_S203,kinase-substrate
TGFBR2,SPTBN1_S2048,kinase-substrate
CSNK2A1,SPTBN1_S2048,kinase-substrate
MAPK3,PDLIM7_S217,kinase-substrate
HIPK2,PDLIM7_S217,kinase-substrate
MAPK1,PDLIM7_S217,kinase-substrate
IKBKB,PDLIM7_S217,kinase-substrate
CDK1,MAP2_S140,kinase-substrate
MAPK3,MAP2_S140,kinase-substrate
MAPK1,MAP2_S140,kinase-substrate
CDK5,MAP2_S140,kinase-substrate
MARK1,MAP2_S140,kinase-substrate
MARK4,MAP2_S140,kinase-substrate
CSNK1D,DEK_S303,kinase-substrate
CSNK2A1,DEK_S303,kinase-substrate
YAP1,AMOT,protein-protein
PRKAB1,PRKAB2,protein-protein
MEF2C_S222,MEF2C,phosphosite-protein
MEF2C_S222,MEF2C,phosphosite-protein
MEF2C_S222,MEF2C,phosphosite-protein
MEF2C_S222,MEF2C,phosphosite-protein
MEF2C_S222,MEF2C,phosphosite-protein
MEF2C_S222,MEF2C,phosphosite-protein
MEF2C_S396,MEF2C,phosphosite-protein
MEF2C_S396,MEF2C,phosphosite-protein
MEF2C_S396,MEF2C,phosphosite-protein
MEF2C_S396,MEF2C,phosphosite-protein
MEF2C_S396,MEF2C,phosphosite-protein
MEF2C_S396,MEF2C,phosphosite-protein
MEF2C_S396,MEF2C,phosphosite-protein
MEF2C_S396,MEF2C,phosphosite-protein
MEF2C_S396,MEF2C,phosphosite-protein
HDAC4,MEF2C,protein-protein
PTK2,MEF2C,protein-protein
IKBKB,FAF1_S270,kinase-substrate
MAPK3,PLCB1_S982,kinase-substrate
MAPK1,PLCB1_S982,kinase-substrate
MAPK8,MAP1B_S1154,kinase-substrate
GSK3B,MAP1B_S1154,kinase-substrate
GSK3A,MAP1B_S1154,kinase-substrate
CDK5,MAP1B_S1154,kinase-substrate
CSNK1D,MAP1B_S1154,kinase-substrate
PDK1,PRKCI_T412,kinase-substrate
MAP2K1,PRKCI_T412,kinase-substrate
PRKCI,PRKCI_T412,kinase-substrate
MAP2K5,PRKCI_T412,kinase-substrate
GSK3A,EIF2B5_S544,kinase-substrate
CSNK1A1,EIF2B5_S544,kinase-substrate
CSNK1A1,CTNNA1_S641,kinase-substrate
MAP2K6,CTNNA1_S641,kinase-substrate
CSNK2A1,CTNNA1_S641,kinase-substrate
MAPK3,PTDSS2_S16,kinase-substrate
MAPK1,PTDSS2_S16,kinase-substrate
CSNK2A1,M6PR_S267,kinase-substrate
AURKB,PPP1R7_S24,kinase-substrate
PRKCA,CALD1_S202,kinase-substrate
ADRBK1,AKAP12_S557,kinase-substrate
CSNK2A2,STX1A_S162,kinase-substrate
CSNK2A1,STX1A_S162,kinase-substrate
DKC1,C02067,protein-small_molecule
DKC1,C02067,protein-small_molecule
MAPK3,RUSC1_S720,kinase-substrate
PRKDC,PNKP,protein-protein
XRCC6,PNKP,protein-protein
PNKP_T118,PNKP,phosphosite-protein
XRCC1,PNKP,protein-protein
CSNK2A1,IWS1_S420,kinase-substrate
MAPK14,SLC9A1_S723,kinase-substrate
MAPK1,SLC9A1_S723,kinase-substrate
ROCK1,SLC9A1_S723,kinase-substrate
MAPK11,SLC9A1_S723,kinase-substrate
CDK7,CDK12_T893,kinase-substrate
AKT1,USP8_S718,kinase-substrate
CAMK2A,NEFL_S67,kinase-substrate
CAMK2D,NEFL_S67,kinase-substrate
CAMK2G,NEFL_S67,kinase-substrate
CAMK2B,NEFL_S67,kinase-substrate
MAPK1,RGS19_S97,kinase-substrate
CSNK1A1,HNRNPC_S299,kinase-substrate
CSNK2A2,HNRNPC_S299,kinase-substrate
CSNK2A1,HNRNPC_S299,kinase-substrate
PRKACA,SIK2_S358,kinase-substrate
PRKCB,INA_S496,kinase-substrate
CDK1,MAP2_S136,kinase-substrate
MAPK3,MAP2_S136,kinase-substrate
MAPK1,MAP2_S136,kinase-substrate
CDK5,MAP2_S136,kinase-substrate
CSNK2A2,NCL_S34,kinase-substrate
CSNK2A1,NCL_S34,kinase-substrate
MAPK3,HSF1_S303,kinase-substrate
GSK3B,HSF1_S303,kinase-substrate
GSK3A,HSF1_S303,kinase-substrate
MAPK1,HSF1_S303,kinase-substrate
CSNK2A2,NCL_S41,kinase-substrate
CSNK2A1,NCL_S41,kinase-substrate
RAF1,VIM_S420,kinase-substrate
ROCK1,VIM_S420,kinase-substrate
PLK1,TUBA4A_S48,kinase-substrate
YAP1,LATS1,protein-protein
WWC1,LATS1,protein-protein
LATS1_S613,LATS1,phosphosite-protein
CAMK2D,PACSIN2_S399,kinase-substrate
PRKG2,HCN2_S146,kinase-substrate
MAPK3,HSF1_S314,kinase-substrate
MAPK8,HSF1_S314,kinase-substrate
PRKDC,HSF1_S314,kinase-substrate
PLK1,HSF1_S314,kinase-substrate
CDK2,RPS3_T220,kinase-substrate
CLK1,PPIG_S744,kinase-substrate
CLK1,PPIG_S745,kinase-substrate
GSK3B,MAP1B_T1964,kinase-substrate
DAPK1,MAP1B_T1964,kinase-substrate
GSK3A,MAP1B_T1964,kinase-substrate
PAK4,LARP1_S225,kinase-substrate
RAF1,PRKCD_S645,kinase-substrate
MAPK7,PRKCD_S645,kinase-substrate
PRKCG,PRKCD_S645,kinase-substrate
PRKDC,PRKCD_S645,kinase-substrate
PRKCD,PRKCD_S645,kinase-substrate
PRKCZ,PRKCD_S645,kinase-substrate
PDK1,PRKCD_S645,kinase-substrate
PRKCA,PRKCD_S645,kinase-substrate
PRKCE,PRKCD_S645,kinase-substrate
ARAF,PRKCD_S645,kinase-substrate
PAK1,PRKCD_S645,kinase-substrate
PRKCH,PRKCD_S645,kinase-substrate
ADRBK1,PRKCD_S645,kinase-substrate
PRKCT,PRKCD_S645,kinase-substrate
TGFBR2,SPTBN1_S446,kinase-substrate
GSK3B,DPYSL3_S518,kinase-substrate
NEK2,DYNC1I1_S179,kinase-substrate
PLK1,DYNC1I1_S179,kinase-substrate
STK38L,STK38L_S282,kinase-substrate
MAPK1,STMN3_S68,kinase-substrate
CDK5,STMN3_S68,kinase-substrate
GSK3B,MAP1B_T1879,kinase-substrate
DAPK1,MAP1B_T1879,kinase-substrate
GSK3A,MAP1B_T1879,kinase-substrate
MAP4K6,MAP1B_T1879,kinase-substrate
CSNK2A2,MAP1B_T1879,kinase-substrate
PRKAA2,FNIP1_S760,kinase-substrate
PRKAA1,FNIP1_S760,kinase-substrate
ADRBK1,RPLP2_S102,kinase-substrate
NEK2,DYNC1I1_T176,kinase-substrate
TTK,DYNC1I1_T176,kinase-substrate
EIF2AK2,PTGES3_S148,kinase-substrate
ATM,PTGES3_S148,kinase-substrate
CSNK2A1,PTGES3_S148,kinase-substrate
CDK7,RAD23B_S160,kinase-substrate
CDK1,NUCKS1_T202,kinase-substrate
PRKCG,MARCKS_S128,kinase-substrate
CAMK4,MARCKS_S128,kinase-substrate
ADRBK1,MARCKS_S128,kinase-substrate
PRKCB,SLC9A3R1_S162,kinase-substrate
PRKG2,SLC9A3R1_S162,kinase-substrate
GRK6,SLC9A3R1_S162,kinase-substrate
PRKCA,SLC9A3R1_S162,kinase-substrate
PRKCE,SLC9A3R1_S162,kinase-substrate
ADRBK1,SLC9A3R1_S162,kinase-substrate
MAP2K4,DAXX_S739,kinase-substrate
NEK4,DAXX_S739,kinase-substrate
CSNK2A1,DAXX_S739,kinase-substrate
CDK1,TACC2_S2226,kinase-substrate
HIPK2,CTNNB1_S45,kinase-substrate
GSK3B,CTNNB1_S45,kinase-substrate
GSK3A,CTNNB1_S45,kinase-substrate
CSNK1E,CTNNB1_S45,kinase-substrate
IKBKB,CTNNB1_S45,kinase-substrate
CSNK1A1,CTNNB1_S45,kinase-substrate
PRKACA,CTNNB1_S45,kinase-substrate
NLK,CTNNB1_S45,kinase-substrate
CAMK4,CTNNB1_S45,kinase-substrate
CHUK,CTNNB1_S45,kinase-substrate
PRKDC,CTNNB1_S45,kinase-substrate
MAP2K6,CTNNB1_S45,kinase-substrate
PRKCZ,CTNNB1_S45,kinase-substrate
CDK6,CTNNB1_S45,kinase-substrate
MAP2K2,CTNNB1_S45,kinase-substrate
PRKCI,CTNNB1_S45,kinase-substrate
CSNK1D,CTNNB1_S45,kinase-substrate
TGFBR2,CTNNB1_S45,kinase-substrate
CSNK2A2,CTNNB1_S45,kinase-substrate
PRKCG,SPHK2_S399,kinase-substrate
PAK3,SPHK2_S399,kinase-substrate
ACVR2B,SNX1_S39,kinase-substrate
PRKCG,MARCKS_S262,kinase-substrate
PKD1,MARCKS_S262,kinase-substrate
ADRBK1,MARCKS_S262,kinase-substrate
CLK1,BCLAF1_S268,kinase-substrate
MAPK8,MAP1B_S1819,kinase-substrate
GSK3B,MAP1B_S1819,kinase-substrate
GSK3A,MAP1B_S1819,kinase-substrate
CDK5,MAP1B_S1819,kinase-substrate
CSNK1D,MAP1B_S1819,kinase-substrate
MAPK8,MAP1B_S1208,kinase-substrate
GSK3B,MAP1B_S1208,kinase-substrate
GSK3A,MAP1B_S1208,kinase-substrate
CDK5,MAP1B_S1208,kinase-substrate
CSNK1D,MAP1B_S1208,kinase-substrate
RPS6KA2,AP2M1_T156,kinase-substrate
AAK1,AP2M1_T156,kinase-substrate
ADRBK1,CLTC_T411,kinase-substrate
GSK3B,MAP1B_S1818,kinase-substrate
GSK3A,MAP1B_S1818,kinase-substrate
PRKDC,SUB1_S13,kinase-substrate
CSNK2A1,SUB1_S13,kinase-substrate
MAPK3,NEFM_S672,kinase-substrate
MAPK1,NEFM_S672,kinase-substrate
CDK5,NEFM_S672,kinase-substrate
MAPK12,NEFM_S672,kinase-substrate
MAPK11,NEFM_S672,kinase-substrate
MAPK13,NEFM_S672,kinase-substrate
CSNK2A1,CERS4_S342,kinase-substrate
IKBKB,PRKCI_S411,kinase-substrate
CHUK,PRKCI_S411,kinase-substrate
PDK1,PRKCI_S411,kinase-substrate
PRKCI,PRKCI_S411,kinase-substrate
MAP2K5,PRKCI_S411,kinase-substrate
CDK7,DDB2_S26,kinase-substrate
PRKAA2,TSC2_S1254,kinase-substrate
IKBKB,TSC2_S1254,kinase-substrate
NEK1,TSC2_S1254,kinase-substrate
MAPKAPK2,TSC2_S1254,kinase-substrate
PRKAA1,TSC2_S1254,kinase-substrate
PKD1,TSC2_S1254,kinase-substrate
RPS6KA2,TSC2_S1254,kinase-substrate
CLK1,SRRM2_S783,kinase-substrate
CDK5,CTNND2_S1065,kinase-substrate
DMPK,PPP1R12A_S695,kinase-substrate
PRKG1,PPP1R12A_S695,kinase-substrate
ROCK2,PPP1R12A_S695,kinase-substrate
ROCK1,PPP1R12A_S695,kinase-substrate
CSNK2A1,NOL3_T149,kinase-substrate
PRKCB,UBE2J1_S184,kinase-substrate
PRKCA,UBE2J1_S184,kinase-substrate
CDK1,NCOR1_S2120,kinase-substrate
CLK1,NCOR1_S2120,kinase-substrate
AURKA,NCOR1_S2120,kinase-substrate
PRKCA,ATP2B2_S1150,kinase-substrate
CAMK2A,APBA1_S263,kinase-substrate
CSNK1D,NEFL_S59,kinase-substrate
GSK3B,PTEN_S370,kinase-substrate
GSK3A,PTEN_S370,kinase-substrate
PDK1,PTEN_S370,kinase-substrate
ROCK1,PTEN_S370,kinase-substrate
PLK3,PTEN_S370,kinase-substrate
CSNK2A2,PTEN_S370,kinase-substrate
CSNK2A1,PTEN_S370,kinase-substrate
PRKCZ,YAP1_T110,kinase-substrate
TGFBR2,SPTBN1_T2155,kinase-substrate
GSK3B,MAP1B_S1212,kinase-substrate
GSK3A,MAP1B_S1212,kinase-substrate
CSNK2A2,MAP1B_S1212,kinase-substrate
CSNK2A1,MAP1B_S1212,kinase-substrate
EIF2AK2,PTGES3_S151,kinase-substrate
CSNK2A1,PTGES3_S151,kinase-substrate
PRKCB,ADCY1_S551,kinase-substrate
PRKACA,ADCY1_S551,kinase-substrate
PRKACG,ADCY1_S551,kinase-substrate
PRKACB,ADCY1_S551,kinase-substrate
PRKCE,ADCY1_S551,kinase-substrate
RGS19,C00077,protein-small_molecule
PLCB3,C00077,protein-small_molecule
GNG2,C00077,protein-small_molecule
PLCB1,C00077,protein-small_molecule
CSNK1D,NEFL_S61,kinase-substrate
CSNK2A1,CBX5_S14,kinase-substrate
RAF1,VIM_S73,kinase-substrate
PRKACA,VIM_S73,kinase-substrate
AURKB,VIM_S73,kinase-substrate
ROCK1,VIM_S73,kinase-substrate
PRKCE,VIM_S73,kinase-substrate
PAK2,VIM_S73,kinase-substrate
MAK,VIM_S73,kinase-substrate
SRPK1_S51,SRPK1,phosphosite-protein
SRPK1_S51,SRPK1,phosphosite-protein
NEK2,DYNC1LI1_S523,kinase-substrate
GSK3B,BCAM_S596,kinase-substrate
CSNK2A2,MAP1B_S1211,kinase-substrate
